,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,season17_18
233,2017.0,Brook Lopez,C,28.0,BRK,75.0,75.0,29.626666666666665,20.4,0.578,0.33,0.311,5.8,13.3,9.6,14.8,0.8,4.2,12.1,29.2,,3.1,1.8,4.9,0.105,,1.9,-0.4,1.5,2.0,7.4,15.626666666666667,0.474,1.7866666666666666,5.16,0.34600000000000003,5.613333333333333,10.466666666666667,0.536,0.531,3.933333333333333,4.8533333333333335,0.81,1.6133333333333333,3.76,5.373333333333333,2.3466666666666667,0.5066666666666667,1.6533333333333333,2.453333333333333,2.56,20.52,22642350.0
234,2017.0,Robin Lopez,C,28.0,CHI,81.0,81.0,28.037037037037038,14.4,0.511,0.003,0.134,11.4,13.2,12.3,5.6,0.4,4.1,9.9,17.5,,1.8,2.4,4.3,0.09,,-1.9,1.0,-0.9,0.6,4.716049382716049,9.567901234567902,0.493,0.0,0.024691358024691357,0.0,4.716049382716049,9.54320987654321,0.494,0.493,0.9259259259259259,1.2839506172839505,0.721,3.0,3.4074074074074074,6.407407407407407,0.9876543209876543,0.2222222222222222,1.4444444444444444,1.1111111111111112,1.8641975308641976,10.358024691358025,13788500.0
235,2017.0,Kevin Love,PF,28.0,CLE,60.0,60.0,31.416666666666668,21.1,0.573,0.449,0.34,8.9,29.3,19.5,9.8,1.4,0.9,10.9,26.4,,4.0,2.4,6.4,0.163,,1.7,-0.9,0.8,1.3,6.166666666666667,14.45,0.42700000000000005,2.4166666666666665,6.483333333333333,0.373,3.75,7.966666666666667,0.47100000000000003,0.51,4.283333333333333,4.916666666666667,0.871,2.466666666666667,8.633333333333333,11.1,1.9333333333333333,0.8833333333333333,0.36666666666666664,2.033333333333333,2.0833333333333335,19.033333333333335,22642350.0
236,2017.0,Kyle Lowry,PG,30.0,TOR,60.0,60.0,37.4,22.9,0.623,0.51,0.39799999999999996,2.4,12.1,7.3,29.9,2.0,0.7,13.8,24.9,,7.8,2.3,10.1,0.21600000000000003,,7.1,-0.4,6.7,4.9,7.1,15.3,0.46399999999999997,3.216666666666667,7.8,0.41200000000000003,3.8833333333333333,7.5,0.518,0.569,4.983333333333333,6.083333333333333,0.8190000000000001,0.8,4.0,4.8,6.95,1.4666666666666666,0.31666666666666665,2.8833333333333333,2.8333333333333335,22.4,28703704.0
237,2017.0,Timothe Luwawu-Cabarrot,SF,21.0,PHI,69.0,19.0,17.246376811594203,8.5,0.536,0.446,0.341,2.3,11.5,6.9,9.6,1.3,0.7,15.0,17.8,,0.0,0.8,0.8,0.034,,-2.8,-1.2,-4.0,-0.6,2.101449275362319,5.231884057971015,0.402,0.7246376811594203,2.3333333333333335,0.311,1.3768115942028984,2.898550724637681,0.475,0.47100000000000003,1.5217391304347827,1.7826086956521738,0.8540000000000001,0.36231884057971014,1.7971014492753623,2.1594202898550723,1.0869565217391304,0.463768115942029,0.14492753623188406,1.0579710144927537,2.2318840579710146,6.449275362318841,1386600.0
238,2017.0,Trey Lyles,PF,21.0,UTA,71.0,4.0,16.309859154929576,10.0,0.46399999999999997,0.465,0.18,4.9,18.1,11.7,9.6,1.2,1.4,11.9,21.7,,-0.9,1.6,0.8,0.032,,-2.9,-0.1,-3.0,-0.3,2.23943661971831,6.183098591549296,0.36200000000000004,0.9154929577464789,2.8732394366197185,0.319,1.323943661971831,3.3098591549295775,0.4,0.436,0.8028169014084507,1.1126760563380282,0.722,0.676056338028169,2.6338028169014085,3.3098591549295775,0.9859154929577465,0.36619718309859156,0.28169014084507044,0.9014084507042254,1.3661971830985915,6.197183098591549,2441400.0
239,2017.0,Shelvin Mack,PG,26.0,UTA,55.0,9.0,21.90909090909091,10.9,0.518,0.315,0.20199999999999999,2.0,10.1,6.1,20.4,1.8,0.2,17.8,19.6,,-0.1,1.5,1.4,0.054000000000000006,,-1.7,-0.1,-1.8,0.1,3.090909090909091,6.927272727272728,0.446,0.6727272727272727,2.1818181818181817,0.308,2.418181818181818,4.745454545454545,0.51,0.495,0.9636363636363636,1.4,0.688,0.36363636363636365,1.9636363636363636,2.327272727272727,2.8,0.7636363636363637,0.05454545454545454,1.6363636363636365,1.8181818181818181,7.818181818181818,6000000.0
240,2017.0,Ian Mahinmi,C,30.0,WAS,31.0,0.0,17.903225806451612,14.1,0.601,0.0,0.6759999999999999,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14.0,,0.5,0.9,1.4,0.12300000000000001,,-2.1,2.9,0.8,0.4,2.096774193548387,3.5806451612903225,0.586,0.0,0.0,,2.096774193548387,3.5806451612903225,0.586,0.586,1.3870967741935485,2.4193548387096775,0.573,1.5161290322580645,3.3225806451612905,4.838709677419355,0.6129032258064516,1.064516129032258,0.7741935483870968,1.096774193548387,2.903225806451613,5.580645161290323,16661641.0
241,2017.0,Thon Maker,C,19.0,MIL,57.0,34.0,9.859649122807017,14.0,0.5579999999999999,0.409,0.271,8.4,15.2,11.8,6.2,0.9,4.1,7.7,17.8,,0.8,0.5,1.3,0.113,,-0.5,-1.0,-1.5,0.1,1.456140350877193,3.175438596491228,0.45899999999999996,0.49122807017543857,1.2982456140350878,0.37799999999999995,0.9649122807017544,1.8771929824561404,0.514,0.536,0.5614035087719298,0.8596491228070176,0.653,0.7017543859649122,1.2982456140350878,2.0,0.40350877192982454,0.17543859649122806,0.45614035087719296,0.2982456140350877,1.4736842105263157,3.9649122807017543,2684160.0
242,2017.0,Boban Marjanovic,C,28.0,DET,35.0,0.0,8.371428571428572,29.6,0.606,0.0,0.439,16.5,32.5,24.2,5.3,1.0,3.4,6.0,25.3,,1.2,0.5,1.7,0.28,,1.0,-0.9,0.1,0.2,2.057142857142857,3.7714285714285714,0.545,0.0,0.0,,2.057142857142857,3.7714285714285714,0.545,0.545,1.3428571428571427,1.6571428571428573,0.81,1.3142857142857143,2.4,3.7142857142857144,0.2571428571428571,0.17142857142857143,0.34285714285714286,0.2857142857142857,0.7142857142857143,5.457142857142857,7000000.0
243,2017.0,Jarell Martin,PF,22.0,MEM,42.0,3.0,13.285714285714286,8.7,0.47700000000000004,0.166,0.331,8.4,25.3,16.6,2.2,1.6,1.5,13.9,16.4,,-0.2,0.8,0.6,0.054000000000000006,,-5.8,-0.6,-6.4,-0.6,1.380952380952381,3.5952380952380953,0.384,0.21428571428571427,0.5952380952380952,0.36,1.1666666666666667,3.0,0.389,0.414,0.9523809523809523,1.1904761904761905,0.8,1.0,2.857142857142857,3.857142857142857,0.19047619047619047,0.40476190476190477,0.21428571428571427,0.6666666666666666,2.1666666666666665,3.9285714285714284,1471382.0
244,2017.0,Wesley Matthews,SG,30.0,DAL,73.0,73.0,34.178082191780824,11.9,0.5329999999999999,0.5660000000000001,0.21100000000000002,0.8,11.8,6.0,13.6,1.6,0.6,9.9,19.4,,1.0,2.1,3.1,0.06,,0.2,-0.1,0.1,1.3,4.561643835616438,11.602739726027398,0.39299999999999996,2.3835616438356166,6.561643835616438,0.363,2.1780821917808217,5.041095890410959,0.43200000000000005,0.496,2.0,2.452054794520548,0.816,0.2465753424657534,3.3013698630136985,3.547945205479452,2.8767123287671232,1.0547945205479452,0.2191780821917808,1.3972602739726028,2.2054794520547945,13.506849315068493,17884176.0
245,2017.0,Patrick McCaw,SG,21.0,GSW,71.0,20.0,15.126760563380282,8.6,0.54,0.502,0.151,2.4,7.6,5.2,9.0,1.4,1.1,12.1,11.9,,0.6,1.2,1.7,0.077,,-1.6,-0.1,-1.7,0.1,1.4929577464788732,3.4507042253521125,0.433,0.5774647887323944,1.732394366197183,0.33299999999999996,0.9154929577464789,1.7183098591549295,0.5329999999999999,0.516,0.4084507042253521,0.5211267605633803,0.784,0.30985915492957744,1.1126760563380282,1.4225352112676057,1.0845070422535212,0.4507042253521127,0.2112676056338028,0.5070422535211268,0.8732394366197183,3.971830985915493,1312611.0
246,2017.0,C.J. McCollum,SG,25.0,POR,80.0,80.0,34.95,19.9,0.585,0.305,0.204,2.4,9.2,5.8,18.0,1.3,1.2,9.9,27.5,,6.2,1.4,7.6,0.131,,3.3,-2.2,1.0,2.1,8.65,18.0125,0.48,2.3125,5.5,0.42,6.3375,12.5125,0.506,0.544,3.35,3.675,0.912,0.75,2.8875,3.6375,3.5625,0.9,0.525,2.15,2.525,22.9625,23962573.0
